,Pubmed accesion code number 1,Locus
6492,[''],JF950623
6493,[''],JF950622
6494,[''],JF950621
6495,[''],JF950620
6496,[''],JF950619
6497,[''],JF950618
6498,[''],JF950617
6499,[''],JF950616
6500,[''],JF950615
6501,[''],JF950614
6502,[''],JF950613
6503,[''],JN038571
6504,[''],JN091165
6505,[''],JN091164
6506,[''],JN091163
6507,[''],JN091162
6508,[''],JN091161
6509,[''],JN091160
6510,[''],JN091159
6511,[''],JN091158
6512,[''],JN091157
6513,[''],JN091156
6514,[''],JN091155
6515,[''],JN091154
6516,[''],JN091153
6517,[''],JN091152
6518,[''],JN091151
6519,[''],JN091150
6520,[''],JN091149
6521,[''],JN091148
6522,[''],JN091147
6523,[''],JN091146
6524,[''],JN091145
6525,[''],JN091144
6526,[''],JN091143
6527,[''],JN091142
6528,[''],JN091141
6529,[''],JN091140
6530,[''],JN091139
6531,[''],JN091138
6532,[''],JN091137
6533,[''],JN091136
6534,[''],JN091135
6535,[''],JN091134
6536,[''],JN091133
6537,[''],JN091132
6538,[''],JN091131
6539,[''],JN091130
6540,[''],JF276795
6541,[''],JF276794
6542,[''],JF276793
6543,[''],JF276792
6544,[''],JF276791
6545,[''],JF276790
6546,[''],JF276789
6547,[''],JF276788
6548,[''],JF276787
6549,[''],JF276786
6550,[''],JF276785
6551,[''],JF276784
6552,[''],JF276783
6553,[''],JF276782
6554,[''],JF276781
6555,[''],JF276780
6556,[''],JF276779
6557,[''],JF276778
6558,[''],JF276777
6559,[''],JF276776
6560,[''],JF276775
6561,[''],JF276774
6562,[''],HQ529778
6563,[''],JF815232
6564,[''],JF815231
6565,[''],JF815230
6566,[''],JF815229
6567,[''],JF815228
6568,[''],JF815227
6569,[''],JF815226
6570,[''],JF815225
6571,[''],JF815224
6572,[''],JF815223
6573,[''],JF815222
6574,[''],JF815221
6575,[''],JF815220
6576,[''],JF815219
6577,[''],JF815218
6578,[''],JF815217
6579,[''],JF815216
6580,[''],JF815215
6581,[''],JF815214
6582,[''],JF815213
6583,[''],JF815212
6584,[''],JF815211
6585,[''],JF272480
6586,[''],JF272479
6587,[''],JF272478
6588,[''],GU365861
6589,[''],GU365860
6590,[''],GU365859
6591,[''],GU365858
6592,[''],GU365857
6593,[''],GU365856
6594,[''],GU365855
6595,[''],GU365854
6596,[''],GU365853
6597,[''],GU365852
6598,[''],GU365851
6599,[''],GU365850
6600,[''],GU365849
6601,[''],GU365848
6602,[''],GU365847
6603,[''],GU365865
6604,[''],GU365864
6605,[''],GU365863
6606,[''],GU365862
6607,[''],HQ199837
6608,[''],GQ894991
6609,[''],GQ894990
6610,[''],GQ894989
6611,[''],GQ894988
6612,[''],GQ894987
6613,[''],GQ894986
6614,[''],GQ894985
6615,[''],GQ894984
6616,[''],GQ894983
6617,[''],GQ894982
6618,[''],GQ894981
6619,[''],GQ894980
6620,[''],GQ894979
6621,[''],GQ894978
6622,[''],GQ894977
6623,[''],GQ894976
6624,[''],GQ894975
6625,[''],GQ894974
6626,[''],GQ894973
6627,[''],GQ894972
6628,[''],GQ894971
6629,[''],GQ894970
6630,[''],GQ894969
6631,[''],GQ894968
6632,[''],GQ894967
6633,[''],GQ894966
6634,[''],GQ894965
6635,[''],GQ894964
6636,[''],GQ894963
6637,[''],GQ894962
6638,[''],GQ894961
6639,[''],GQ894960
6640,[''],GQ894959
6641,[''],GQ894958
6642,[''],GQ894957
6643,[''],GQ894956
6644,[''],GQ894955
6645,[''],GQ894954
6646,[''],GQ894953
6647,[''],GQ894952
6648,[''],GQ894951
6649,[''],GQ894950
6650,[''],GQ894949
6651,[''],GQ894948
6652,[''],GQ894947
6653,[''],GQ894946
6654,[''],GQ894945
6655,[''],GQ894944
6656,[''],GQ894943
6657,[''],GQ894942
6658,[''],GQ894941
6659,[''],GQ894940
6660,['21087473'],HM369441
6661,[''],HM038417
6662,[''],GQ143750
6663,[''],GQ143749
6664,[''],GQ143748
6665,[''],GQ143747
6666,[''],GQ143746
6667,[''],GQ143745
6668,[''],GQ143743
6669,[''],GQ143742
6670,[''],GQ143741
6671,[''],GQ272368
6672,[''],GQ272381
6673,[''],GQ272380
6674,[''],GQ272379
6675,[''],GQ272378
6676,[''],GQ272377
6677,[''],GQ272376
6678,[''],GQ272375
6679,[''],GQ272374
6680,[''],GQ272373
6681,[''],GQ272372
6682,[''],GQ272371
6683,[''],GQ272370
6684,[''],GQ272369
6685,['20417142'],FJ882922
6686,['20417142'],FJ882921
6687,['20417142'],FJ882920
6688,['20417142'],FJ882919
6689,['20417142'],FJ882918
6690,['20417142'],FJ882917
6691,['20417142'],FJ882916
6692,['20417142'],FJ882915
6693,['20417142'],FJ882914
6694,['20417142'],FJ882913
6695,['20417142'],FJ882912
6696,['20417142'],FJ882911
6697,['20417142'],FJ882910
6698,['20417142'],FJ882909
6699,['20417142'],FJ882908
6700,['20417142'],FJ882907
6701,['20417142'],FJ882906
6702,['20417142'],FJ882905
6703,['20417142'],FJ882904
6704,['20417142'],FJ882903
6705,['20417142'],FJ882902
6706,['20417142'],FJ882901
6707,['20417142'],FJ882900
6708,['20417142'],FJ882899
6709,['20417142'],FJ882898
6710,['20417142'],FJ882897
6711,['20417142'],FJ882896
6712,['20417142'],FJ882895
6713,['20417142'],FJ882894
6714,['20417142'],FJ882893
6715,['20417142'],FJ882892
6716,['20417142'],FJ882891
6717,['20417142'],FJ882890
6718,['20417142'],FJ882889
6719,['20417142'],FJ882888
6720,['20417142'],FJ882887
6721,['20417142'],FJ882886
6722,['20417142'],FJ882885
6723,['20417142'],FJ882884
6724,['20417142'],FJ882883
6725,['20417142'],FJ882882
6726,['20417142'],FJ882881
6727,['20417142'],FJ882880
6728,['20417142'],FJ882879
6729,['20417142'],FJ882878
6730,['20417142'],FJ882877
6731,['20417142'],FJ882876
6732,['20417142'],FJ882875
6733,['20417142'],FJ882874
6734,['20417142'],FJ882873
6735,['20417142'],FJ882872
6736,['20417142'],FJ882871
6737,['20417142'],FJ882870
6738,['20417142'],FJ882869
6739,['20417142'],FJ882868
6740,['20417142'],FJ882867
6741,['20417142'],FJ882866
6742,['20417142'],FJ882865
6743,['20417142'],FJ882864
6744,['20417142'],FJ882863
6745,['20417142'],FJ882862
6746,['20417142'],FJ882861
6747,['20417142'],FJ882860
6748,['20417142'],FJ882859
6749,['20417142'],FJ882858
6750,['20417142'],FJ882857
6751,[''],FJ617290
6752,[''],FJ617289
6753,[''],FJ617288
6754,[''],FJ617287
6755,[''],FJ617286
6756,[''],FJ617285
6757,[''],FJ617284
6758,[''],FJ617283
6759,[''],FJ617282
6760,[''],GQ168719
6761,[''],GQ129134
6762,[''],GQ129133
6763,[''],GQ129132
6764,[''],GQ129131
6765,[''],GQ129130
6766,[''],FJ457640
6767,[''],FJ457639
6768,[''],FJ457638
6769,[''],FJ457637
6770,[''],FJ457636
6771,[''],FJ002529
6772,[''],FJ002528
6773,[''],FJ002527
6774,[''],FJ002526
6775,[''],FJ002525
6776,[''],FJ002524
6777,[''],FJ002523
6778,[''],FJ002522
6779,[''],FJ002521
6780,[''],FJ002520
6781,[''],FJ002519
6782,[''],FJ002518
6783,[''],FJ002517
6784,[''],FJ002516
6785,[''],FJ002515
6786,[''],FJ002514
6787,[''],FJ002513
6788,[''],FJ002512
6789,[''],FJ002511
6790,[''],FJ002510
6791,[''],FJ002509
6792,[''],FJ002508
6793,[''],FJ002507
6794,[''],FJ002506
6795,[''],FJ002505
6796,[''],FJ002504
6797,[''],FJ002503
6798,[''],FJ002502
6799,[''],FJ002501
6800,[''],FJ002500
6801,[''],FJ002499
6802,[''],FJ002498
6803,[''],FJ002497
6804,[''],FJ002496
6805,[''],FJ002495
6806,[''],FJ002494
6807,[''],FJ002493
6808,[''],FJ002492
6809,[''],FJ002491
6810,[''],FJ002490
6811,[''],FJ002489
6812,[''],FJ002488
6813,[''],FJ002487
6814,[''],FJ002486
6815,[''],FJ002485
6816,[''],FJ002484
6817,[''],FJ002483
6818,[''],FJ002482
6819,[''],FJ002481
6820,[''],FJ002480
6821,[''],FJ002479
6822,[''],FJ002478
6823,[''],FJ002477
6824,[''],FJ002476
6825,[''],FJ002475
6826,[''],FJ002474
6827,[''],FJ002473
6828,[''],FJ002472
6829,[''],FJ002471
6830,[''],FJ002470
6831,[''],FJ002469
6832,[''],FJ002468
6833,[''],FJ002467
6834,[''],FJ002466
6835,[''],FJ002465
6836,[''],FJ002464
6837,[''],FJ002463
6838,[''],FJ002462
6839,[''],FJ002461
6840,[''],FJ002460
6841,[''],FJ002459
6842,[''],FJ002458
6843,[''],FJ002457
6844,[''],FJ002456
6845,[''],FJ002455
6846,[''],FJ002454
6847,[''],FJ002453
6848,[''],FJ002452
6849,[''],FJ002451
6850,[''],FJ002450
6851,[''],FJ002449
6852,[''],FJ002448
6853,[''],FJ002447
6854,[''],FJ002446
6855,[''],FJ002445
6856,[''],FJ002444
6857,[''],FJ002443
6858,[''],FJ002442
6859,[''],FJ002441
6860,[''],FJ002440
6861,[''],FJ002439
6862,[''],FJ002438
6863,[''],FJ002437
6864,[''],FJ002436
6865,[''],FJ002435
6866,[''],FJ002434
6867,[''],FJ002433
6868,[''],FJ002432
6869,[''],AF339485
6870,['18171110'],EF187888
6871,['18171110'],EF187887
6872,['18171110'],EF187885
6873,['18171110'],EF187884
6874,['18171110'],EF187883
6875,['18171110'],EF187882
6876,[''],EF113096
6877,[''],EF113095
6878,[''],EF113094
6879,[''],EF113093
6880,['11377722'],AF345888
6881,['27144588'],KU724266
6882,['27144588'],KU724265
6883,['27144588'],KU724264
6884,['27144588'],KU724263
6885,['27144588'],KU724262
6886,['27144588'],KU724261
6887,['27144588'],KU724260
6888,['27144588'],KU724259
6889,['27144588'],KU724258
6890,['27144588'],KU724257
6891,['27144588'],KU724256
6892,['27144588'],KU724255
6893,['27144588'],KU724254
6894,['27144588'],KU724253
6895,['27144588'],KU724252
6896,['27144588'],KU724251
6897,['27144588'],KU724250
6898,['27144588'],KU724249
6899,['27144588'],KU724248
6900,['27144588'],KU724247
6901,['27144588'],KU724246
6902,['27144588'],KU724245
6903,['27144588'],KU724244
6904,['27144588'],KU724243
6905,['27144588'],KU724242
6906,['27144588'],KU724241
6907,['27144588'],KU724240
6908,['27144588'],KU724239
6909,['27144588'],KU724238
6910,['27144588'],KU724237
6911,['27144588'],KU724236
6912,['27144588'],KU724235
6913,['27144588'],KU724234
6914,['27144588'],KU724233
6915,['27144588'],KU724232
6916,['27144588'],KU724231
6917,['27144588'],KU724230
6918,['27144588'],KU724229
6919,['27144588'],KU724228
6920,[''],KP276677
6921,[''],KP276676
6922,[''],KR706561
6923,[''],KR706560
6924,[''],KR706559
6925,[''],KR706558
6926,[''],KJ939355
6927,[''],KJ939354
6928,[''],KT218525
6929,[''],KT218524
6930,[''],KT218523
6931,[''],KT218522
6932,[''],KT581023
6933,[''],KR349971
6934,[''],KR232581
6935,[''],KR002040
6936,[''],CWHY01000000
6937,[''],CWIK01000000
6938,[''],CWHZ01000000
6939,[''],CWIJ01000000
6940,[''],CWIE01000000
6941,[''],CWIH01000000
6942,[''],CWHX01000000
6943,[''],CWIM01000000
6944,[''],CWIF01000000
6945,[''],CXNU01000000
6946,[''],CXNV01000000
6947,[''],CXNT01000000
6948,[''],CWII01000000
6949,[''],CWJV01000000
6950,[''],CWIC01000000
6951,[''],CWIG01000000
6952,['26139776'],KM058063
6953,['26139776'],KF985235
6954,['26139776'],KF840729
6955,[''],KP685237
6956,[''],KP336556
6957,[''],KP336555
6958,[''],KP336554
6959,[''],KP336553
6960,[''],KP336552
6961,[''],KP336551
6962,[''],KP336550
6963,[''],KP336549
6964,['24453838'],JQ319803
6965,['24453838'],JQ319802
6966,['24453838'],JQ319801
6967,['24453838'],JQ319800
6968,['24453838'],JQ319799
6969,['24453838'],JQ319798
6970,['25811534'],KM985982
6971,['25811534'],KM985981
6972,['25811534'],KM985619
6973,[''],KP164869
6974,['25541718'],KP003812
6975,['25541718'],KP003811
6976,['25541718'],KP003810
6977,['25541718'],KP003809
6978,['25541718'],KP003808
6979,['25541718'],KP003807
6980,[''],HM565239
6981,[''],HM565238
6982,[''],HM565237
6983,['25062125'],KJ664804
6984,['25061762'],KJ742810
6985,['25061762'],KJ742809
6986,['25061762'],KJ742808
6987,['25061762'],KJ742807
6988,['25061762'],KJ742806
6989,['25061762'],KJ742805
6990,['25061762'],KJ742804
6991,['25061762'],KJ742803
6992,['25061989'],KJ579187
6993,['25061989'],KJ579186
6994,['25061989'],KJ579185
6995,['25061989'],KJ579184
6996,[''],KM267638
6997,[''],KJ679578
6998,[''],KJ679577
6999,[''],KJ558349
7000,[''],KJ558348
7001,['24166737'],JQ065892
7002,['24166737'],JQ065891
7003,['24166737'],JQ065890
7004,['24166737'],JQ065889
7005,['24166737'],JQ065888
7006,['24166737'],JQ065887
7007,['24166737'],JQ065886
7008,['24166737'],JQ065885
7009,[''],KC814929
7010,['24493674'],JN661156
7011,['24493674'],JN661155
7012,['24493674'],JN661154
7013,['24493674'],JN661153
7014,['24493674'],JN661152
7015,['24493674'],JN661151
7016,['24493674'],JN661150
7017,['24493674'],JN661149
7018,['24493674'],JN661148
7019,[''],KF543374
7020,['24367579'],KF318729
7021,['24312651'],KF578462
7022,['24312651'],KF578461
7023,['24312651'],KF578460
7024,['24312651'],KF578459
7025,['24312651'],KF578458
7026,['24312651'],KF578457
7027,[''],KF661407
7028,[''],KF661406
7029,[''],KF661405
7030,[''],KF661404
7031,[''],KF661403
7032,['24159550'],KC810970
7033,['24047543'],KC731586
7034,['24047543'],KC731585
7035,['24047543'],KC731584
7036,['24047543'],KC731583
7037,['24047543'],KC731582
7038,['24047543'],KC731581
7039,[''],KC999036
7040,['23936484'],KC862329
7041,[''],KC352904
7042,[''],JN974183
7043,[''],JN974182
7044,[''],JN974181
7045,[''],JN974180
7046,[''],JN974179
7047,[''],JQ943720
7048,[''],JQ943719
7049,[''],JQ943718
7050,[''],JQ943717
7051,[''],JQ943716
7052,[''],JQ943715
7053,[''],JQ943714
7054,[''],JQ943713
7055,[''],JQ943712
7056,[''],JQ943711
7057,[''],JQ943710
7058,[''],JQ943709
7059,[''],JQ943708
7060,[''],JQ943707
7061,[''],JQ943706
7062,[''],JQ943705
7063,[''],JQ943704
7064,[''],JQ943703
7065,[''],JQ943702
7066,[''],JQ943701
7067,[''],JQ943700
7068,[''],JQ943699
7069,[''],JQ943698
7070,[''],JQ943697
7071,[''],JQ943696
7072,[''],JQ943695
7073,[''],JQ943694
7074,[''],JQ943693
7075,[''],JQ943692
7076,[''],JQ943691
7077,[''],JQ943690
7078,[''],JQ943689
7079,[''],JQ943688
7080,[''],JQ943687
7081,[''],HM038418
7082,[''],JF264892
7083,[''],JF264891
7084,[''],JF264890
7085,[''],JQ067624
7086,['22377135'],HQ659775
7087,['22377135'],HQ659774
7088,[''],HQ659773
7089,[''],HQ659772
7090,[''],HQ659771
7091,[''],HQ659770
7092,['22377135'],HQ392520
7093,['22377135'],HQ392519
7094,['22377135'],HQ392518
7095,['22377135'],HQ392517
7096,['17380093'],EU272129
7097,[''],JN590267
7098,[''],JN590266
7099,[''],JN590265
7100,[''],JN590264
7101,[''],JN590263
7102,[''],JN590262
7103,[''],JN590261
7104,[''],JN590260
7105,[''],JN590259
7106,[''],JN590258
7107,[''],JN590257
7108,['21865001'],HQ287808
7109,['21865001'],HQ287807
7110,[''],GQ143744
7111,['20078896'],GU199353
7112,['20078896'],GU199352
7113,['20078896'],GU199351
7114,['20078896'],GU199350
7115,[''],EU703762
7116,[''],EU703761
7117,[''],EU703760
7118,[''],EU703759
7119,[''],EF618727
7120,[''],EF618725
7121,[''],CKGPOLY
7122,['18940268'],FJ000069
7123,['18940268'],FJ000068
7124,['18940268'],FJ000067
7125,['18940268'],FJ000066
7126,['18940268'],FJ000065
7127,['18940268'],FJ000064
7128,['18940268'],FJ000063
7129,['18940268'],FJ000062
7130,[''],AY424803
7131,[''],EU564335
7132,[''],EU564334
7133,['18680674'],EU192143
7134,['18680674'],EU192142
7135,['17554030'],EF027141
7136,['17554030'],EF027140
7137,['17554030'],EF027139
7138,['17554030'],EF027138
7139,['17554030'],EF027137
7140,['17554030'],EF027136
7141,['17554030'],EF027135
7142,['17554030'],EF027134
7143,['17370532'],AM397009
7144,['17370532'],AM397008
7145,['17370532'],AM397007
7146,['17370532'],AM397006
7147,['17370532'],AM397005
7148,[''],AM397004
7149,[''],AM397003
7150,[''],AM397002
7151,[''],AM397001
7152,[''],AM397000
7153,[''],AM396999
7154,[''],AM396998
7155,[''],AM396997
7156,[''],AM396996
7157,[''],AM396995
7158,['16700631'],AM258995
7159,['16700631'],AM258994
7160,['16700631'],AM258993
7161,['16700631'],AM258992
7162,['16700631'],AM258991
7163,['16700631'],AM258990
7164,['9448694'],AF023283
7165,['31000599'],6JIM_D
7166,['31000599'],6JIM_C
7167,[''],OF451347
7168,[''],OF338499
7169,[''],OF338498
7170,[''],OF338497
7171,[''],OF338496
7172,[''],PA262880
7173,[''],MP924195
7174,[''],LY683325
7175,[''],MP174049
7176,[''],MA132423
7177,[''],MA132422
7178,[''],LP809670
7179,[''],LP809669
7180,[''],LP809668
7181,[''],LP809667
7182,[''],LP809666
7183,[''],LP809665
7184,[''],LP809658
7185,[''],LP809657
7186,[''],LP809656
7187,[''],LP809655
7188,[''],LP809654
7189,[''],LP809653
7190,[''],LG232827
7191,[''],LG175007
7192,[''],LG175006
7193,[''],LG175005
7194,[''],LG175004
7195,[''],LF838015
7196,[''],LF654936
7197,[''],LF654935
7198,[''],LF654934
7199,[''],LF654933
7200,[''],LQ424893
7201,[''],LQ424895
7202,[''],LQ424889
7203,[''],LQ424897
7204,[''],LQ424891
7205,[''],HW799204
7206,[''],HW799203
7207,[''],HW799202
7208,[''],HW799201
7209,[''],HW806808
7210,[''],JC991428
7211,[''],JC991427
7212,[''],JC991426
7213,[''],JC991425
7214,[''],JC991424
7215,[''],JC991423
7216,[''],JC991422
7217,[''],JC991421
7218,[''],JC991420
7219,[''],JC991418
7220,[''],JC991417
7221,[''],JC991416
7222,[''],JC991415
7223,[''],JC991414
7224,[''],JC991413
7225,[''],JC991412
7226,[''],JC991411
7227,[''],JC991410
7228,[''],JC991409
7229,[''],JC991408
7230,[''],JC991407
7231,[''],JC991406
7232,[''],JC991405
7233,[''],JC991404
7234,[''],JC991403
7235,[''],JC991402
7236,[''],JC991401
7237,[''],JC991400
7238,[''],JC991399
7239,[''],JC991398
7240,[''],JC991397
7241,[''],JC991396
7242,[''],JC991395
7243,[''],JC991394
7244,[''],JC991393
7245,[''],JC991392
7246,[''],JC991391
7247,[''],JC991390
7248,[''],JC991389
7249,[''],JC991388
7250,[''],JC991387
7251,[''],JC991386
7252,[''],JC991385
7253,[''],JC991384
7254,[''],JC991383
7255,[''],JC991382
7256,[''],JC991381
7257,[''],JC991380
7258,[''],JC991379
7259,[''],JC991378
7260,[''],JC991377
7261,[''],JC991376
7262,[''],JC991375
7263,[''],JC991374
7264,[''],JC991373
7265,[''],JC991372
7266,[''],JC991371
7267,[''],JC991370
7268,[''],JC991369
7269,[''],JC991368
7270,[''],JC991347
7271,[''],JC991346
7272,[''],JC991345
7273,[''],JC991344
7274,[''],JC991343
7275,[''],JC991342
7276,[''],JC991341
7277,[''],JC991340
7278,[''],JC991339
7279,[''],JC991338
7280,[''],JC991337
7281,[''],JC991336
7282,[''],JC991335
7283,[''],JC991334
7284,[''],JC991333
7285,[''],JC991332
7286,[''],JC991331
7287,[''],JC991330
7288,[''],JC991329
7289,[''],JC991328
7290,[''],JC991326
7291,[''],JC991325
7292,[''],JC991324
7293,[''],JC991323
7294,[''],JC991322
7295,[''],JC991321
7296,[''],JC991320
7297,[''],JC991319
7298,[''],JC991318
7299,[''],JC991317
7300,[''],JC991316
7301,[''],JC991315
7302,[''],JC991314
7303,[''],JC991313
7304,[''],JC991312
7305,[''],JC991311
7306,[''],JC991310
7307,[''],JC991309
7308,[''],JC991308
7309,[''],JC991307
7310,[''],JC991306
7311,[''],JC991305
7312,[''],JC991304
7313,[''],JC991303
7314,[''],JC991302
7315,[''],JC991301
7316,[''],JC991300
7317,[''],JC991299
7318,[''],JC991298
7319,[''],JC991297
7320,[''],JC991296
7321,[''],JC991295
7322,[''],JC991294
7323,[''],JC991293
7324,[''],JC991292
7325,[''],JC991291
7326,[''],JC991290
7327,[''],JC991289
7328,[''],JC991288
7329,[''],JC991287
7330,[''],JC991286
7331,[''],JC991285
7332,[''],JC991284
7333,[''],JC991283
7334,[''],JC991282
7335,[''],JC991281
7336,[''],JC991280
7337,[''],JC991279
7338,[''],JC991278
7339,[''],JC991277
7340,[''],JC991276
7341,[''],JC991275
7342,[''],JC991274
7343,[''],JC991273
7344,[''],JC991272
7345,[''],JC991271
7346,[''],JC991270
7347,[''],JC991269
7348,[''],JC991268
7349,[''],JC991267
7350,[''],JC991266
7351,[''],JC991265
7352,[''],JC991264
7353,[''],JC991263
7354,[''],JC991262
7355,[''],JC991261
7356,[''],JC991260
7357,[''],JC991259
7358,[''],JC991258
7359,[''],JC991257
7360,[''],JC991256
7361,[''],JC991255
7362,[''],JC991254
7363,[''],JC991253
7364,[''],JC991252
7365,[''],JC991251
7366,[''],JC991250
7367,[''],JC991249
7368,[''],JC991248
7369,[''],JC991247
7370,[''],JC991246
7371,[''],JC991245
7372,[''],JC991244
7373,[''],JC991243
7374,[''],JC991242
7375,[''],JC991241
7376,[''],JC991240
7377,[''],JC991239
7378,[''],JC991238
7379,[''],JC986833
7380,[''],JC986832
7381,[''],JC986831
7382,[''],JC986830
7383,[''],JC986829
7384,[''],JC986828
7385,[''],JC986827
7386,[''],JC986826
7387,[''],JC986825
7388,[''],JC986823
7389,[''],JC986822
7390,[''],JC986821
7391,[''],JC986820
7392,[''],JC986819
7393,[''],JC986818
7394,[''],JC986817
7395,[''],JC986816
7396,[''],JC986815
7397,[''],JC986814
7398,[''],JC986813
7399,[''],JC986812
7400,[''],JC986811
7401,[''],JC986810
7402,[''],JC986809
7403,[''],JC986808
7404,[''],JC986807
7405,[''],JC986806
7406,[''],JC986805
7407,[''],JC986804
7408,[''],JC986803
7409,[''],JC986802
7410,[''],JC986801
7411,[''],JC986800
7412,[''],JC986799
7413,[''],JC986798
7414,[''],JC986797
7415,[''],JC986796
7416,[''],JC986795
7417,[''],JC986794
7418,[''],JC986793
7419,[''],JC986792
7420,[''],JC986791
7421,[''],JC986790
7422,[''],JC986789
7423,[''],JC986788
7424,[''],JC986787
7425,[''],JC986786
7426,[''],JC986785
7427,[''],JC986784
7428,[''],JC986783
7429,[''],JC986782
7430,[''],JC986781
7431,[''],JC986780
7432,[''],JC986779
7433,[''],JC986778
7434,[''],JC986777
7435,[''],JC986776
7436,[''],JC986775
7437,[''],JC986774
7438,[''],JC986773
7439,[''],JC986752
7440,[''],JC986751
7441,[''],JC986750
7442,[''],JC986749
7443,[''],JC986748
7444,[''],JC986747
7445,[''],JC986746
7446,[''],JC986745
7447,[''],JC986744
7448,[''],JC986743
7449,[''],JC986742
7450,[''],JC986741
7451,[''],JC986740
7452,[''],JC986739
7453,[''],JC986738
7454,[''],JC986737
7455,[''],JC986736
7456,[''],JC986735
7457,[''],JC986734
7458,[''],JC986733
7459,[''],JC986731
7460,[''],JC986730
7461,[''],JC986729
7462,[''],JC986728
7463,[''],JC986727
7464,[''],JC986726
7465,[''],JC986725
7466,[''],JC986724
7467,[''],JC986723
7468,[''],JC986722
7469,[''],JC986721
7470,[''],JC986720
7471,[''],JC986719
7472,[''],JC986718
7473,[''],JC986717
7474,[''],JC986716
7475,[''],JC986715
7476,[''],JC986714
7477,[''],JC986713
7478,[''],JC986712
7479,[''],JC986711
